1,304,837,49.188696,15.799281
1,305,837,49.188694,15.799556
1,306,837,49.188692,15.79983
1,301,838,49.188522,15.798455
1,302,838,49.18852,15.798729
1,303,838,49.188518,15.799004
1,304,838,49.188516,15.799278
1,305,838,49.188514,15.799553
1,306,838,49.188512,15.799827
1,301,839,49.188342,15.798452
1,302,839,49.18834,15.798726
1,303,839,49.188338,15.799001
1,304,839,49.188336,15.799275
1,305,839,49.188334,15.79955
 
3,317,834,49.189211,15.802858
3,318,834,49.189209,15.803132
3,315,835,49.189035,15.802306
3,316,835,49.189033,15.80258
3,317,835,49.189031,15.802855
3,318,835,49.189029,15.803129
3,315,836,49.188855,15.802303
3,316,836,49.188853,15.802577
3,317,836,49.188851,15.802852
3,318,836,49.188849,15.803126
 
4,317,825,49.19083,15.802884
4,318,825,49.190828,15.803158
4,316,826,49.190652,15.802607
4,317,826,49.19065,15.802881
4,318,826,49.190648,15.803155
4,319,826,49.190646,15.80343
 
5,301,833,49.189421,15.798469
5,300,834,49.189243,15.798192
5,301,834,49.189241,15.798466
5,301,835,49.189061,15.798464
 
9,319,854,49.185609,15.803348
9,320,854,49.185607,15.803623
9,321,854,49.185605,15.803897
9,322,854,49.185603,15.804172
9,319,855,49.185429,15.803345
9,320,855,49.185427,15.80362
9,321,855,49.185425,15.803894
9,322,855,49.185423,15.804169
 
11,282,913,49.175066,15.793025
11,283,913,49.175064,15.793299
11,282,914,49.174886,15.793022
11,283,914,49.174884,15.793296
11,284,914,49.174882,15.793571
11,285,914,49.17488,15.793845
11,283,915,49.174704,15.793293
11,284,915,49.174702,15.793568
11,285,915,49.1747,15.793842
11,284,916,49.174522,15.793565
11,285,916,49.17452,15.793839
 
13,292,890,49.179184,15.795835
13,293,890,49.179182,15.796109
13,292,891,49.179004,15.795832
13,293,891,49.179003,15.796106
13,294,891,49.179001,15.796381
13,293,892,49.178823,15.796103
13,294,892,49.178821,15.796378
13,294,893,49.178641,15.796375
 
14,287,960,49.166601,15.794261
14,286,961,49.166423,15.793984
14,287,961,49.166422,15.794258
14,288,961,49.16642,15.794533
14,284,962,49.166247,15.793433
14,285,962,49.166245,15.793707
14,286,962,49.166244,15.793981
14,287,962,49.166242,15.794256
14,288,962,49.16624,15.79453
14,284,963,49.166067,15.79343
14,285,963,49.166066,15.793704
14,286,963,49.166064,15.793978
14,287,963,49.166062,15.794253
14,288,963,49.16606,15.794527
14,284,964,49.165888,15.793427
14,285,964,49.165886,15.793701
14,286,964,49.165884,15.793975
14,287,964,49.165882,15.79425
14,288,964,49.16588,15.794524
14,287,965,49.165702,15.794247
14,288,965,49.1657,15.794521
 
17,323,909,49.175707,15.804286
