   ID     X     Y      Map X       Map Y        Lat        Lon    B1    B2    B3    B4    B5    B6    B7    B8    B9   B10   B11   B12
    1  2626  2648  552480.00  5447080.00  49.174285  15.720022   206   350   243   495  1345  1638  1755   798   365    23    34    23
    2  2626  2649  552480.00  5447060.00  49.174105  15.720019   218   331   238   506  1331  1595  1758   796   371    24    34    23
    3  2627  2649  552500.00  5447060.00  49.174103  15.720293   248   353   261   519  1233  1528  1643   810   370    27    36    26
    4  2625  2650  552460.00  5447040.00  49.173927  15.719742   257   353   241   509  1287  1576  1718   766   351    25    36    24
    5  2626  2650  552480.00  5447040.00  49.173925  15.720016   266   358   241   485  1279  1568  1672   796   371    26    37    24
    6  2627  2650  552500.00  5447040.00  49.173923  15.720291   276   414   316   583  1361  1603  1724   874   397    33    43    29
    7  2625  2651  552460.00  5447020.00  49.173747  15.719739   247   377   264   472  1263  1518  1695   767   350    27    38    27
    8  2626  2651  552480.00  5447020.00  49.173745  15.720014   237   374   277   530  1355  1625  1745   854   385    29    37    23
    9  2627  2651  552500.00  5447020.00  49.173743  15.720288   247   405   364   624  1457  1639  1844   926   429    38    42    25
   10  2625  2652  552460.00  5447000.00  49.173567  15.719737   225   379   283   545  1387  1654  1798   853   384    29    40    26
   11  2626  2652  552480.00  5447000.00  49.173565  15.720011   203   357   279   558  1439  1800  1857   906   437    27    36    22
   12  2627  2652  552500.00  5447000.00  49.173563  15.720286   213   346   293   585  1423  1698  1857   908   462    31    37    22

   1  2627  2658  552500.00  5446880.00  49.172484  15.720270   195   324   218   471  1218  1501  1612   753   333    22    33    21
   2  2627  2659  552500.00  5446860.00  49.172304  15.720267   208   325   224   464  1306  1558  1685   732   325    22    33    21
   3  2628  2659  552520.00  5446860.00  49.172302  15.720542   205   310   218   481  1237  1547  1649   744   336    22    33    22
   4  2627  2660  552500.00  5446840.00  49.172124  15.720265   205   321   229   474  1274  1540  1650   723   326    24    32    20
   5  2628  2660  552520.00  5446840.00  49.172122  15.720539   217   329   228   484  1302  1538  1678   736   333    23    33    22
   6  2629  2660  552540.00  5446840.00  49.172121  15.720813   206   320   218   473  1271  1521  1677   713   340    22    33    22
   7  2627  2661  552500.00  5446820.00  49.171944  15.720262   203   331   226   495  1311  1606  1745   749   329    23    34    23
   8  2628  2661  552520.00  5446820.00  49.171943  15.720536   216   328   242   492  1259  1557  1678   751   331    24    34    23
   9  2629  2661  552540.00  5446820.00  49.171941  15.720811   213   321   220   483  1256  1538  1699   744   346    22    32    21

   1  3113  2543  562220.00  5449180.00  49.192262  15.853964   152   302   227   498  1168  1418  1551  1062   584    23    31    16
   2  3112  2544  562200.00  5449160.00  49.192084  15.853687   130   290   213   503  1220  1448  1596  1066   560    23    30    15
   3  3113  2544  562220.00  5449160.00  49.192082  15.853961   136   289   191   513  1245  1531  1701   990   509    19    30    15
   4  3112  2545  562200.00  5449140.00  49.191905  15.853684   140   301   223   523  1171  1404  1577  1111   581    22    32    17
   5  3113  2545  562220.00  5449140.00  49.191903  15.853958   149   294   201   511  1246  1511  1709   971   507    23    30    16
   6  3113  2546  562220.00  5449120.00  49.191723  15.853955   130   280   185   475  1258  1544  1694   958   501    20    29    15

   1  3118  2586  562320.00  5448320.00  49.184517  15.855203   143   273   211   457  1201  1451  1644  1002   507    22    29    15
   2  3118  2587  562320.00  5448300.00  49.184337  15.855200    98   240   166   421  1150  1447  1607   904   444    16    26    12
   3  3119  2587  562340.00  5448300.00  49.184335  15.855475   116   238   141   393  1228  1657  1731   883   428    14    25    11
   4  3120  2587  562360.00  5448300.00  49.184333  15.855749   116   241   155   438  1212  1442  1656   899   434    18    26    11
   5  3118  2588  562320.00  5448280.00  49.184157  15.855197   118   249   145   375  1118  1344  1579   804   381    15    25    11
   6  3119  2588  562340.00  5448280.00  49.184155  15.855471   117   227   155   428  1152  1362  1540   819   396    17    26    13
   7  3119  2589  562340.00  5448260.00  49.183975  15.855468   135   245   153   424  1203  1532  1624   893   433    18    25    13

   1  3081  2610  561580.00  5447840.00  49.180274  15.844976   167   309   267   528  1177  1475  1588  1053   569    29    33    17
   2  3082  2610  561600.00  5447840.00  49.180272  15.845250   160   311   343   538   995  1212  1338  1154   687    32    32    16
   3  3080  2611  561560.00  5447820.00  49.180097  15.844699   119   259   190   476  1192  1418  1562   939   471    17    28    15
   4  3081  2611  561580.00  5447820.00  49.180095  15.844973   149   297   198   482  1241  1471  1691   946   493    21    31    16
   5  3082  2611  561600.00  5447820.00  49.180093  15.845247   147   298   263   570  1178  1307  1560  1154   627    27    32    16
   6  3080  2612  561560.00  5447800.00  49.179917  15.844696   128   274   178   470  1222  1457  1578   924   482    17    28    14
   7  3081  2612  561580.00  5447800.00  49.179915  15.844970   113   268   185   483  1165  1458  1593   982   475    18    27    12
   8  3080  2613  561560.00  5447780.00  49.179737  15.844692   141   307   198   479  1323  1585  1778   966   504    19    32    17

   1  3096  2607  561880.00  5447900.00  49.180784  15.849101   145   281   212   463  1220  1365  1657  1076   502    22    30    16
   2  3097  2607  561900.00  5447900.00  49.180782  15.849376   132   285   196   468  1182  1458  1614   955   483    21    28    14
   3  3098  2607  561920.00  5447900.00  49.180780  15.849650   138   281   210   543  1229  1405  1563  1096   548    22    28    14
   4  3097  2608  561900.00  5447880.00  49.180602  15.849373   144   289   238   540  1130  1435  1569  1224   615    26    31    16
   5  3098  2608  561920.00  5447880.00  49.180600  15.849647   159   301   244   555  1237  1456  1617  1178   636    24    32    15

    1  3130  2743  562560.00  5445180.00  49.156250  15.858008   161   334   244   507  1393  1669  1878  1018   585    25    34    16
    2  3129  2744  562540.00  5445160.00  49.156073  15.857731   124   285   191   434  1203  1459  1574   888   507    19    28    14
    3  3130  2744  562560.00  5445160.00  49.156070  15.858005   169   314   217   533  1349  1623  1810   947   540    22    31    18
    4  3131  2744  562580.00  5445160.00  49.156068  15.858279   183   340   247   552  1355  1654  1841  1065   601    24    34    22
    5  3129  2745  562540.00  5445140.00  49.155893  15.857728   149   293   206   478  1292  1538  1659   906   484    21    30    18
    6  3130  2745  562560.00  5445140.00  49.155891  15.858002   138   290   209   515  1289  1551  1716   938   496    21    30    16
    7  3131  2745  562580.00  5445140.00  49.155889  15.858276   164   324   218   542  1385  1694  1789   976   530    24    33    17
    8  3132  2745  562600.00  5445140.00  49.155887  15.858550   143   312   248   555  1340  1576  1791  1084   595    26    32    14
    9  3129  2746  562540.00  5445120.00  49.155713  15.857725   148   290   211   483  1310  1555  1688   937   499    21    29    17
   10  3130  2746  562560.00  5445120.00  49.155711  15.857999   142   275   194   489  1259  1497  1655   915   470    19    28    14
   11  3131  2746  562580.00  5445120.00  49.155709  15.858273   151   295   225   520  1324  1565  1745   936   514    24    30    15
   12  3132  2746  562600.00  5445120.00  49.155707  15.858547   145   307   226   537  1277  1566  1661   990   549    22    30    14
   13  3130  2747  562560.00  5445100.00  49.155531  15.857996   137   274   180   488  1212  1479  1577   906   484    17    27    14
   14  3131  2747  562580.00  5445100.00  49.155529  15.858270   149   304   219   510  1271  1530  1728   960   527    22    30    17

   1  3148  2746  562920.00  5445120.00  49.155674  15.862936   103   240   160   428  1293  1518  1770   861   453    19    27    11
   2  3148  2747  562920.00  5445100.00  49.155494  15.862932   115   269   180   448  1237  1522  1640   842   449    18    28    13
   3  3149  2747  562940.00  5445100.00  49.155492  15.863207   114   254   163   438  1186  1498  1634   830   437    16    26    12
   4  3150  2747  562960.00  5445100.00  49.155490  15.863481   101   268   176   435  1191  1507  1612   868   451    18    27    12
   5  3149  2748  562940.00  5445080.00  49.155312  15.863204   128   295   186   493  1354  1682  1870   879   457    19    30    14

    1  3195  2698  563860.00  5446080.00  49.164211  15.875978    91   260   150   538  1749  2222  2483  1202   563    17    27    12
    2  3196  2698  563880.00  5446080.00  49.164209  15.876252    59   192   109   341  1174  1468  1578   865   414    13    21     6
    3  3194  2699  563840.00  5446060.00  49.164034  15.875701    95   250   148   528  1537  1940  2108  1039   507    15    26    11
    4  3195  2699  563860.00  5446060.00  49.164032  15.875975    73   211   112   396  1302  1616  1858   872   428    14    23     9
    5  3196  2699  563880.00  5446060.00  49.164029  15.876249    59   189    89   327  1121  1403  1509   788   366    10    19     4
    6  3193  2700  563820.00  5446040.00  49.163856  15.875423    71   207   107   405  1341  1754  1799   952   452    13    23     8
    7  3194  2700  563840.00  5446040.00  49.163854  15.875698    69   212   111   377  1208  1508  1656   813   393    12    23     9
    8  3195  2700  563860.00  5446040.00  49.163852  15.875972    73   200    96   361  1119  1421  1542   734   348    12    22     9
    9  3196  2700  563880.00  5446040.00  49.163850  15.876246    69   191    95   351  1185  1429  1647   826   377    12    22     6
   10  3193  2701  563820.00  5446020.00  49.163676  15.875420    84   220   134   444  1409  1771  1930  1042   511    15    23     9
   11  3194  2701  563840.00  5446020.00  49.163674  15.875694    65   210   122   377  1105  1360  1636   833   382    12    22     9
   12  3195  2701  563860.00  5446020.00  49.163672  15.875969    67   208   100   339  1090  1342  1551   766   376    10    21     9
   13  3194  2702  563840.00  5446000.00  49.163494  15.875691    84   219   163   410  1086  1348  1492   952   457    16    23     8
   14  3195  2702  563860.00  5446000.00  49.163492  15.875965    61   183    98   375  1088  1372  1533   825   411    14    21     7

   1  3193  2705  563820.00  5445940.00  49.162956  15.875407    73   231   102   403  1423  1738  1912   758   358    10    23     9
   2  3194  2705  563840.00  5445940.00  49.162954  15.875682    91   235   102   405  1420  1795  1943   772   373    11    25    10
   3  3195  2705  563860.00  5445940.00  49.162952  15.875956    71   234   107   405  1446  1847  2007   756   360    10    24     9
   4  3193  2706  563820.00  5445920.00  49.162776  15.875404    74   242   113   412  1480  1821  2022   921   434    12    23     8
   5  3194  2706  563840.00  5445920.00  49.162774  15.875678    91   230   100   417  1437  1780  2005   846   376    11    25     9
   6  3195  2706  563860.00  5445920.00  49.162772  15.875953    74   237   108   422  1493  1910  2049   868   373    10    25     9

    1  3247  2677  564900.00  5446500.00  49.167880  15.890310   125   264   227   513  1050  1343  1440  1182   656    24    26    13
    2  3248  2677  564920.00  5446500.00  49.167878  15.890584   143   265   294   551  1002  1179  1338  1334   826    29    27    14
    3  3246  2678  564880.00  5446480.00  49.167702  15.890032   144   286   276   532   956  1178  1381  1239   713    29    30    16
    4  3247  2678  564900.00  5446480.00  49.167700  15.890307   127   273   248   526  1119  1358  1522  1233   662    26    29    13
    5  3248  2678  564920.00  5446480.00  49.167698  15.890581   129   276   260   567  1079  1299  1518  1269   725    28    28    14
    6  3249  2678  564940.00  5446480.00  49.167696  15.890855   139   265   299   574  1017  1175  1407  1389   839    31    27    15
    7  3246  2679  564880.00  5446460.00  49.167522  15.890029   177   337   346   604  1149  1330  1604  1351   805    36    34    16
    8  3247  2679  564900.00  5446460.00  49.167520  15.890303   156   306   332   604  1038  1233  1487  1412   883    35    32    14
    9  3248  2679  564920.00  5446460.00  49.167518  15.890578   147   281   319   560  1042  1206  1419  1334   803    34    29    14
   10  3249  2679  564940.00  5446460.00  49.167516  15.890852   165   281   354   602  1029  1203  1431  1407   846    36    29    17
   11  3250  2679  564960.00  5446460.00  49.167514  15.891126   168   303   378   601   978  1242  1445  1450   892    38    31    18
   12  3248  2680  564920.00  5446440.00  49.167338  15.890575   149   265   297   519  1067  1289  1410  1321   759    32    28    12
   13  3249  2680  564940.00  5446440.00  49.167336  15.890849   149   279   323   545   992  1207  1395  1246   775    33    29    15
   14  3250  2680  564960.00  5446440.00  49.167334  15.891123   123   259   268   535  1108  1288  1499  1224   740    29    25    11
   15  3250  2681  564960.00  5446420.00  49.167154  15.891120   106   260   156   474  1223  1449  1660  1062   530    15    27    12

   1  3254  2676  565040.00  5446520.00  49.168045  15.892233    98   254   158   443  1172  1435  1575  1022   475    17    24     8
   2  3255  2676  565060.00  5446520.00  49.168043  15.892508   103   253   165   489  1212  1473  1621   980   475    19    27    10
   3  3256  2676  565080.00  5446520.00  49.168041  15.892782   100   255   169   478  1225  1410  1629   994   492    16    27    12
   4  3254  2677  565040.00  5446500.00  49.167865  15.892230    80   254   143   472  1364  1611  1875  1073   489    17    26     9
   5  3255  2677  565060.00  5446500.00  49.167863  15.892505   102   268   163   489  1243  1550  1634  1015   498    18    29    11
   6  3256  2677  565080.00  5446500.00  49.167861  15.892779   134   305   208   526  1271  1524  1750  1123   594    21    31    12

   1  3349  2676  566940.00  5446520.00  49.167841  15.918295   122   290   183   474  1514  1874  2016   864   379    20    30    12
   2  3350  2676  566960.00  5446520.00  49.167838  15.918569   131   280   179   450  1494  1897  2035   797   347    18    28    11
   3  3350  2677  566960.00  5446500.00  49.167659  15.918566   141   288   187   496  1497  1861  2025   861   369    20    30    15
   4  3351  2677  566980.00  5446500.00  49.167656  15.918840   141   286   174   493  1457  1792  1953   778   345    18    30    17
   5  3350  2678  566960.00  5446480.00  49.167479  15.918562   141   281   199   527  1559  1807  2106   976   437    21    33    15
   6  3351  2678  566980.00  5446480.00  49.167477  15.918837   137   305   178   475  1481  1809  1953   798   365    19    30    15
   7  3352  2678  567000.00  5446480.00  49.167474  15.919111   138   300   195   475  1445  1825  1964   822   366    19    30    15
   8  3351  2679  566980.00  5446460.00  49.167297  15.918833   152   315   198   538  1688  2086  2256   970   414    23    33    17
   9  3352  2679  567000.00  5446460.00  49.167294  15.919108   153   312   186   498  1645  1962  2188   860   399    21    31    16

   1  3350  2683  566960.00  5446380.00  49.166579  15.918546   144   291   181   486  1376  1576  1801   898   428    19    30    13
   2  3350  2684  566960.00  5446360.00  49.166399  15.918542   133   291   172   437  1414  1707  1877   819   391    16    29    12
   3  3351  2684  566980.00  5446360.00  49.166397  15.918817   142   287   182   445  1358  1747  1920   813   393    20    30    16
   4  3350  2685  566960.00  5446340.00  49.166220  15.918539   144   305   191   490  1515  1867  2122   876   427    20    31    14
   5  3351  2685  566980.00  5446340.00  49.166217  15.918813   136   305   200   509  1501  1886  2048   870   404    21    31    15

   1  3336  2675  566680.00  5446540.00  49.168049  15.914732   163   323   207   552  1584  1991  2216  1006   444    22    33    16
   2  3337  2675  566700.00  5446540.00  49.168047  15.915006   159   319   205   523  1556  1901  2052   839   375    20    33    18
   3  3336  2676  566680.00  5446520.00  49.167869  15.914728   229   409   323   742  1862  2208  2456  1474   731    34    42    21
   4  3337  2676  566700.00  5446520.00  49.167867  15.915003   157   341   209   509  1635  2015  2188   936   374    24    36    18

   1  3343  2669  566820.00  5446660.00  49.169113  15.916672   152   285   189   456  1361  1680  1814   823   369    18    29    16
   2  3344  2669  566840.00  5446660.00  49.169111  15.916946   147   296   185   467  1384  1695  1841   794   362    19    30    17

    1  3352  2601  567000.00  5448020.00  49.181325  15.919367   114   265   146   471  1339  1745  1852   754   397    18    28    13
    2  3353  2601  567020.00  5448020.00  49.181323  15.919642   118   272   156   477  1509  1831  2005   775   398    17    28    14
    3  3351  2602  566980.00  5448000.00  49.181148  15.919090   115   281   159   444  1418  1766  1924   741   394    17    29    11
    4  3352  2602  567000.00  5448000.00  49.181146  15.919364   113   279   152   478  1438  1845  1953   758   394    16    28    11
    5  3353  2602  567020.00  5448000.00  49.181143  15.919639   129   285   162   492  1497  1824  2019   825   419    17    29    14
    6  3350  2603  566960.00  5447980.00  49.180970  15.918812   116   280   166   469  1392  1778  1899   826   388    17    29    12
    7  3351  2603  566980.00  5447980.00  49.180968  15.919086   116   299   167   489  1502  1862  1993   810   394    18    31    11
    8  3352  2603  567000.00  5447980.00  49.180966  15.919361   124   275   149   498  1459  1886  1976   807   395    17    30    12
    9  3350  2604  566960.00  5447960.00  49.180790  15.918809   126   277   179   474  1536  1972  2289  1189   669    22    30    14
   10  3351  2604  566980.00  5447960.00  49.180788  15.919083   134   282   180   386  1430  1783  2054   900   444    19    30    12
   11  3352  2604  567000.00  5447960.00  49.180786  15.919357   125   295   174   422  1454  1848  2086   856   388    14    29    11

   1  3356  2598  567080.00  5448080.00  49.181856  15.920475   150   308   174   536  1812  2287  2547  1012   473    18    31    12
   2  3355  2599  567060.00  5448060.00  49.181679  15.920197   124   293   161   506  1625  2078  2199   840   375    17    30    14
   3  3356  2599  567080.00  5448060.00  49.181676  15.920472   137   326   159   541  1697  2244  2473   919   445    17    33    18
   4  3355  2600  567060.00  5448040.00  49.181499  15.920194   127   309   155   508  1747  2147  2315   871   420    15    32    15
   5  3356  2600  567080.00  5448040.00  49.181497  15.920468   148   346   177   622  1818  2356  2727  1056   545    16    35    15

    1  3354  2591  567040.00  5448220.00  49.183120  15.919950   117   276   138   490  1471  1809  2007   772   376    15    29    14
    2  3355  2591  567060.00  5448220.00  49.183118  15.920224   116   263   140   452  1425  1751  1875   777   378    16    27    13
    3  3353  2592  567020.00  5448200.00  49.182942  15.919672    98   262   131   471  1456  1793  1956   730   373    15    27    11
    4  3354  2592  567040.00  5448200.00  49.182940  15.919946   104   273   132   477  1408  1738  1969   745   374    14    28    12
    5  3355  2592  567060.00  5448200.00  49.182938  15.920221   112   260   135   457  1483  1780  1944   790   352    15    27    13
    6  3356  2592  567080.00  5448200.00  49.182936  15.920495   116   270   144   475  1485  1812  1983   785   355    14    28    12
    7  3353  2593  567020.00  5448180.00  49.182762  15.919669   108   267   141   469  1392  1748  1871   737   371    16    28    11
    8  3354  2593  567040.00  5448180.00  49.182760  15.919943   109   259   128   454  1415  1738  1913   736   356    15    28    12
    9  3355  2593  567060.00  5448180.00  49.182758  15.920217   107   269   130   449  1502  1846  1941   748   334    15    27    13
   10  3356  2593  567080.00  5448180.00  49.182756  15.920492   113   282   141   489  1462  1884  2024   779   346    13    28    12
   11  3354  2594  567040.00  5448160.00  49.182580  15.919940   111   284   147   479  1476  1810  2018   801   358    13    29    11
   12  3355  2594  567060.00  5448160.00  49.182578  15.920214   120   299   140   507  1612  2038  2169   870   410    15    31    13
   13  3356  2594  567080.00  5448160.00  49.182576  15.920488   134   312   161   553  1606  2021  2202   903   415    17    34    15

   1  3366  2598  567280.00  5448080.00  49.181834  15.923219    99   292   158   476  1431  1764  1924   786   390    17    29    13
   2  3365  2599  567260.00  5448060.00  49.181657  15.922941   136   282   157   457  1394  1734  1829   802   375    15    29    15
   3  3366  2599  567280.00  5448060.00  49.181655  15.923216   137   299   170   467  1431  1816  1951   792   390    18    30    15
   4  3367  2599  567300.00  5448060.00  49.181652  15.923490   119   271   168   490  1507  1806  2020   815   397    18    28    13
   5  3366  2600  567280.00  5448040.00  49.181475  15.923212   118   261   150   472  1383  1718  1833   784   363    16    28    12
   6  3367  2600  567300.00  5448040.00  49.181472  15.923487   153   312   174   489  1548  1921  2089   801   383    18    30    15

   1  3424  2432  568440.00  5451400.00  49.211566  15.939700   238   399   419   695  1231  1450  1661  1633  1005    43    43    25
   2  3425  2432  568460.00  5451400.00  49.211564  15.939975   196   399   398   714  1244  1534  1695  1632   985    40    38    20
   3  3423  2433  568420.00  5451380.00  49.211389  15.939422   262   403   429   677  1128  1293  1510  1713  1114    44    41    27
   4  3424  2433  568440.00  5451380.00  49.211387  15.939697   233   396   426   683  1046  1223  1467  1629  1043    44    41    25
   5  3425  2433  568460.00  5451380.00  49.211384  15.939971   221   395   385   725  1169  1366  1669  1592   962    39    41    24
   6  3426  2433  568480.00  5451380.00  49.211382  15.940246   245   394   425   774  1311  1575  1819  1660  1005    42    41    24

   1  3412  2430  568200.00  5451440.00  49.211953  15.936412   218   371   334   658  1395  1756  1907  1378   756    35    39    21
   2  3413  2430  568220.00  5451440.00  49.211951  15.936687   220   374   339   641  1099  1351  1521  1339   754    34    37    20
   3  3412  2431  568200.00  5451420.00  49.211773  15.936409   212   361   304   599  1244  1580  1817  1285   689    30    37    20
   4  3413  2431  568220.00  5451420.00  49.211771  15.936683   225   369   334   643  1183  1421  1611  1293   703    35    38    23
   5  3412  2432  568200.00  5451400.00  49.211593  15.936405   210   395   337   682  1523  1806  1963  1498   822    35    40    23
   6  3413  2432  568220.00  5451400.00  49.211591  15.936680   233   393   397   699  1146  1392  1556  1489   920    42    41    23

   1  3396  2437  567880.00  5451300.00  49.210729  15.931995   134   302   193   525  1590  1920  2193  1092   539    21    33    14
   2  3396  2438  567880.00  5451280.00  49.210549  15.931992   129   304   233   554  1385  1697  1843  1161   627    25    31    13
   3  3396  2439  567880.00  5451260.00  49.210370  15.931988   176   320   317   592  1262  1458  1738  1270   696    34    34    17
   4  3397  2439  567900.00  5451260.00  49.210367  15.932263   142   288   208   523  1430  1735  1989  1059   532    23    30    16
   5  3397  2440  567900.00  5451240.00  49.210187  15.932260   145   285   224   527  1229  1514  1698  1074   564    24    30    15
   6  3397  2441  567900.00  5451220.00  49.210008  15.932256   162   317   278   592  1227  1505  1721  1238   699    29    33    18

   1  3477  2432  569500.00  5451400.00  49.211447  15.954252   211   376   255   573  1698  2067  2318   978   448    28    40    20
   2  3478  2432  569520.00  5451400.00  49.211445  15.954527   196   405   245   602  1696  2152  2333   970   468    26    41    21
   3  3479  2432  569540.00  5451400.00  49.211443  15.954801   215   404   257   605  1765  2193  2378  1033   469    28    43    24
   4  3480  2432  569560.00  5451400.00  49.211440  15.955076   213   392   224   571  1600  1943  2183  1032   486    27    41    22
   5  3478  2433  569520.00  5451380.00  49.211265  15.954523   214   407   253   640  1768  2204  2432   983   447    27    42    24
   6  3479  2433  569540.00  5451380.00  49.211263  15.954798   201   393   243   627  1772  2159  2402   954   437    25    39    21
   7  3480  2433  569560.00  5451380.00  49.211260  15.955072   211   383   241   608  1703  2159  2324   968   447    24    39    20

   1  3530  2463  570560.00  5450780.00  49.205750  15.968695   168   325   191   520  1435  1835  1940   816   370    20    34    19
   2  3531  2463  570580.00  5450780.00  49.205747  15.968969   174   310   208   493  1377  1728  1857   831   443    22    32    18
   3  3530  2464  570560.00  5450760.00  49.205570  15.968691   171   318   207   511  1471  1848  2038   839   417    20    34    18
   4  3531  2464  570580.00  5450760.00  49.205568  15.968966   171   340   221   517  1460  1814  1931   855   434    23    34    19
   5  3531  2465  570580.00  5450740.00  49.205388  15.968962   155   323   205   509  1437  1788  1934   837   386    20    32    16

    1  3324  1985  566440.00  5460340.00  49.292194  15.913726   258   419   451   782  1265  1496  1723  1531   837    45    42    26
    2  3325  1985  566460.00  5460340.00  49.292191  15.914001   285   446   554   830  1278  1463  1740  1757  1020    57    46    30
    3  3324  1986  566440.00  5460320.00  49.292014  15.913723   255   428   436   765  1309  1523  1789  1497   857    46    42    26
    4  3325  1986  566460.00  5460320.00  49.292012  15.913998   297   461   599   899  1324  1509  1754  1775  1069    63    48    32
    5  3326  1986  566480.00  5460320.00  49.292009  15.914273   263   429   544   813  1254  1440  1711  1680   970    55    43    27
    6  3327  1986  566500.00  5460320.00  49.292007  15.914548   271   425   508   797  1207  1459  1668  1610   957    53    45    30
    7  3324  1987  566440.00  5460300.00  49.291834  15.913719   253   403   412   715  1358  1552  1843  1390   801    41    40    24
    8  3325  1987  566460.00  5460300.00  49.291832  15.913994   265   420   520   828  1228  1436  1771  1594   929    54    44    29
    9  3326  1987  566480.00  5460300.00  49.291830  15.914269   267   432   478   822  1266  1473  1770  1630   928    52    43    28
   10  3327  1987  566500.00  5460300.00  49.291827  15.914545   292   432   492   789  1232  1443  1721  1606   938    51    44    29
   11  3325  1988  566460.00  5460280.00  49.291652  15.913991   271   427   477   753  1187  1407  1644  1534   850    49    44    29
   12  3326  1988  566480.00  5460280.00  49.291650  15.914266   285   444   590   845  1212  1444  1620  1677  1008    58    48    33
   13  3327  1988  566500.00  5460280.00  49.291647  15.914541   300   456   554   823  1211  1388  1590  1672  1018    57    46    32

    1  3347  1968  566900.00  5460680.00  49.295201  15.920108   302   429   332   639  1592  1873  2058  1148   580    35    45    31
    2  3348  1968  566920.00  5460680.00  49.295199  15.920383   302   450   326   657  1544  1856  2043  1021   558    34    46    31
    3  3349  1968  566940.00  5460680.00  49.295197  15.920658   242   420   303   632  1530  1856  2046   936   548    31    43    27
    4  3347  1969  566900.00  5460660.00  49.295022  15.920105   299   460   389   704  1566  1889  2034  1097   521    40    47    31
    5  3348  1969  566920.00  5460660.00  49.295019  15.920380   287   456   368   717  1625  1944  2003  1059   555    39    46    30
    6  3349  1969  566940.00  5460660.00  49.295017  15.920655   241   423   288   636  1547  1903  2057   974   553    30    43    26
    7  3347  1970  566900.00  5460640.00  49.294842  15.920102   316   511   359   671  1520  1822  2014   958   482    35    52    33
    8  3348  1970  566920.00  5460640.00  49.294839  15.920377   280   450   375   685  1560  1857  1937   990   509    39    49    28
    9  3347  1971  566900.00  5460620.00  49.294662  15.920098   359   480   328   645  1528  1812  1994   956   514    33    49    39
   10  3348  1971  566920.00  5460620.00  49.294660  15.920373   288   493   352   643  1511  1828  1991   938   484    38    51    31

    1  3351  1969  566980.00  5460660.00  49.295013  15.921205   238   399   304   637  1563  1877  2019   921   470    31    41    26
    2  3350  1970  566960.00  5460640.00  49.294835  15.920927   241   431   304   652  1503  1828  1985   938   453    32    44    27
    3  3351  1970  566980.00  5460640.00  49.294833  15.921202   262   438   308   668  1578  1878  2063   943   505    32    45    29
    4  3352  1970  567000.00  5460640.00  49.294831  15.921477   268   413   282   630  1522  1862  1997   923   468    30    43    30
    5  3353  1970  567020.00  5460640.00  49.294829  15.921752   301   409   278   591  1436  1759  1894   894   436    31    43    34
    6  3351  1971  566980.00  5460620.00  49.294653  15.921198   273   434   327   695  1595  1904  2071   993   509    35    45    29
    7  3352  1971  567000.00  5460620.00  49.294651  15.921473   258   404   304   656  1532  1818  1984  1018   521    32    42    27
    8  3353  1971  567020.00  5460620.00  49.294649  15.921749   264   391   282   605  1518  1814  2011   945   461    30    41    27
    9  3354  1971  567040.00  5460620.00  49.294646  15.922024   294   406   255   585  1615  1976  2109   885   411    26    43    31
   10  3352  1972  567000.00  5460600.00  49.294471  15.921470   282   435   397   676  1444  1661  1829  1090   586    39    46    30
   11  3353  1972  567020.00  5460600.00  49.294469  15.921745   251   400   301   627  1438  1696  1903   987   487    30    40    25
   12  3353  1973  567020.00  5460580.00  49.294289  15.921742   231   406   283   615  1438  1757  1857   939   491    27    42    26

   1  3350  1965  566960.00  5460740.00  49.295734  15.920944   247   378   300   607  1447  1745  1878   956   503    31    38    25
   2  3351  1965  566980.00  5460740.00  49.295732  15.921219   230   428   332   659  1582  1902  2022   965   476    33    43    25
   3  3352  1965  567000.00  5460740.00  49.295730  15.921494   252   438   374   687  1643  1923  2101  1013   478    38    45    25
   4  3351  1966  566980.00  5460720.00  49.295552  15.921215   272   470   346   630  1503  1801  2013   940   458    35    48    26
   5  3352  1966  567000.00  5460720.00  49.295550  15.921490   303   491   332   649  1534  1868  2057   967   478    35    49    28

    1  3379  1933  567540.00  5461380.00  49.301427  15.929028   319   475   364   718  1658  1962  2096  1172   669    37    49    34
    2  3378  1934  567520.00  5461360.00  49.301249  15.928749   300   487   367   660  1480  1850  2023  1107   642    38    46    30
    3  3379  1934  567540.00  5461360.00  49.301247  15.929024   355   484   414   760  1649  1961  2142  1163   729    41    50    39
    4  3380  1934  567560.00  5461360.00  49.301245  15.929299   483   605   438   779  1760  2084  2241  1261   769    47    62    45
    5  3378  1935  567520.00  5461340.00  49.301069  15.928746   332   453   319   663  1564  1926  2047  1101   666    33    47    33
    6  3379  1935  567540.00  5461340.00  49.301067  15.929021   328   525   418   773  1650  1982  2219  1208   763    43    54    35
    7  3378  1936  567520.00  5461320.00  49.300889  15.928743   339   439   380   712  1622  1949  2116  1146   650    40    46    29
    8  3377  1937  567500.00  5461300.00  49.300712  15.928464   296   509   378   674  1590  1964  2175  1084   667    38    52    31
    9  3378  1937  567520.00  5461300.00  49.300709  15.928739   343   519   428   752  1708  2086  2183  1176   675    45    53    34
   10  3377  1938  567500.00  5461280.00  49.300532  15.928461   367   508   363   721  1721  2071  2312  1148   682    37    51    38

